TimeStamp,myo_emg0,myo_emg1,myo_emg2,myo_emg3,myo_emg4,myo_emg5,myo_emg6,myo_emg7,myo_avg,myo_quatw,myo_quatx,myo_quaty,myo_quatz,myo_accx,myo_accy,myo_accz,myo_gyrox,myo_gyroy,myo_gyroz,dummy,dummy,myo_max,myo_reset
3.03712106,2,19,1,1,0,-2,3,3,0,0.95013428,0.10650635,0.04284668,0.28979492,-0.03369141,0.20947266,0.94287109,-1.6875,1.8125,-0.75,1.16315E+33,1.16315E+33,0,
3.0475955,1,3,6,0,-2,-1,-2,-2,0,0.95013428,0.10650635,0.04284668,0.28979492,-0.03369141,0.20947266,0.94287109,-1.6875,1.8125,-0.75,1.16315E+33,1.16315E+33,0,
3.05801892,-1,-26,-5,-1,1,1,2,1,0,0.95013428,0.10650635,0.04284668,0.28979492,-0.03369141,0.20947266,0.94287109,-1.6875,1.8125,-0.75,1.16315E+33,1.16315E+33,0,
3.06848192,2,4,9,0,1,0,1,0,0,0.95019531,0.10650635,0.04315186,0.28961182,-0.02978516,0.21923828,0.93798828,0.5,0.9375,-1.25,1.16315E+33,1.16315E+33,0,
3.07894921,2,4,9,0,1,0,1,0,0,0.95019531,0.10650635,0.04315186,0.28961182,-0.02978516,0.21923828,0.93798828,0.5,0.9375,-1.25,1.16315E+33,1.16315E+33,0,
3.08930016,-7,-1,-6,-4,-3,-1,-9,-3,0,0.95025635,0.10638428,0.04327393,0.28936768,-0.02587891,0.21826172,0.92285156,-0.625,0.375,-1.375,1.16315E+33,1.16315E+33,0,
3.09979343,1,2,-12,-3,2,-1,0,0,0,0.95037842,0.10577393,0.04333496,0.28912354,-0.02734375,0.21289062,0.91992188,-3.1875,0.6875,-1.8125,1.16315E+33,1.16315E+33,0,
3.11025262,1,2,-12,-3,2,-1,0,0,0,0.95037842,0.10577393,0.04333496,0.28912354,-0.02734375,0.21289062,0.91992188,-3.1875,0.6875,-1.8125,1.16315E+33,1.16315E+33,0,
3.12060571,3,13,8,0,0,-1,0,-1,0,0.95056152,0.10510254,0.04345703,0.28887939,-0.02929688,0.2109375,0.93066406,-3.4375,1.0625,-1.625,1.16315E+33,1.16315E+33,0,
3.13105583,-2,-18,-5,-2,-4,-3,-2,0,0,0.95056152,0.10510254,0.04345703,0.28887939,-0.02929688,0.2109375,0.93066406,-3.4375,1.0625,-1.625,1.16315E+33,1.16315E+33,0,
3.14149356,-2,-18,-5,-2,-4,-3,-2,0,0,0.95056152,0.10510254,0.04345703,0.28887939,-0.02929688,0.2109375,0.93066406,-3.4375,1.0625,-1.625,1.16315E+33,1.16315E+33,0,
3.15185618,-2,-18,-5,-2,-4,-3,-2,0,0,0.95068359,0.10443115,0.04351807,0.28869629,-0.02539062,0.20458984,0.94580078,-2.8125,0.8125,-1.3125,1.16315E+33,1.16315E+33,0,
3.16236472,-3,38,7,0,0,-2,-2,-4,0,0.95068359,0.10443115,0.04351807,0.28869629,-0.02539062,0.20458984,0.94580078,-2.8125,0.8125,-1.3125,1.16315E+33,1.16315E+33,0,
3.17280149,0,-7,-2,-2,-4,0,-3,-1,0,0.95068359,0.10443115,0.04351807,0.28869629,-0.02734375,0.21044922,0.92919922,-0.5,0.6875,-0.1875,1.16315E+33,1.16315E+33,0,
3.18339443,1,13,22,0,-2,0,1,2,0,0.95068359,0.10443115,0.04351807,0.28869629,-0.02734375,0.21044922,0.92919922,-0.5,0.6875,-0.1875,1.16315E+33,1.16315E+33,0,
3.19416809,1,-9,-11,-3,2,1,13,2,0,0.95068359,0.10443115,0.04351807,0.28869629,-0.02734375,0.21044922,0.92919922,-0.5,0.6875,-0.1875,1.16315E+33,1.16315E+33,0,
3.20493913,0,-16,-6,-1,-4,-2,0,0,0,0.95068359,0.10437012,0.04351807,0.28869629,-0.03076172,0.19873047,0.93798828,-0.6875,0.5625,-0.1875,1.16315E+33,1.16315E+33,0,
3.21582675,4,14,0,3,1,-1,-4,-1,0,0.95068359,0.10437012,0.04351807,0.28869629,-0.03076172,0.19873047,0.93798828,-0.6875,0.5625,-0.1875,1.16315E+33,1.16315E+33,0,
3.22662425,0,0,0,-3,0,2,2,1,0,0.95068359,0.10430908,0.04351807,0.28869629,-0.02832031,0.20849609,0.93554688,-0.125,0.25,-0.6875,1.16315E+33,1.16315E+33,0,
3.23744893,-3,-6,0,3,1,1,-2,0,0,0.95068359,0.10437012,0.0435791,0.28869629,-0.02734375,0.22509766,0.93261719,-0.1875,0.0625,-0.125,1.16315E+33,1.16315E+33,0,
3.24831128,-4,-13,-4,-1,-2,-1,-4,-4,0,0.95068359,0.10437012,0.0435791,0.28869629,-0.02734375,0.22509766,0.93261719,-0.1875,0.0625,-0.125,1.16315E+33,1.16315E+33,0,
3.2591145,5,-3,2,-1,-1,-1,-1,0,0,0.95068359,0.10406494,0.04364014,0.28875732,-0.02734375,0.22460938,0.94042969,-2.25,0.4375,0.125,1.16315E+33,1.16315E+33,0,
3.26989341,-2,11,-1,2,-1,2,0,2,0,0.95068359,0.10406494,0.04364014,0.28875732,-0.02734375,0.22460938,0.94042969,-2.25,0.4375,0.125,1.16315E+33,1.16315E+33,0,
3.28056741,3,-1,1,-1,-1,-1,1,-1,0,0.95068359,0.10406494,0.04364014,0.28875732,-0.02734375,0.22460938,0.94042969,-2.25,0.4375,0.125,1.16315E+33,1.16315E+33,0,
3.29099011,-2,27,9,-1,-2,0,-4,0,0,0.95068359,0.10406494,0.04364014,0.28875732,-0.04003906,0.21728516,0.93652344,-0.875,0.375,0.125,1.16315E+33,1.16315E+33,0,
3.30144262,2,-3,8,0,1,1,13,2,0,0.95068359,0.10412598,0.04394531,0.28869629,-0.04101562,0.21142578,0.94091797,1.125,0.125,-0.125,1.16315E+33,1.16315E+33,0,
3.31191134,0,16,-1,-1,-2,-3,-2,-2,0,0.95068359,0.10412598,0.04394531,0.28869629,-0.04101562,0.21142578,0.94091797,1.125,0.125,-0.125,1.16315E+33,1.16315E+33,0,
3.32241845,-3,-4,-3,0,-1,-2,-8,-3,0,0.95068359,0.10455322,0.04418945,0.28857422,-0.03564453,0.21191406,0.92822266,2.75,-0.1875,-0.4375,1.16315E+33,1.16315E+33,0,
3.33288622,-5,2,-3,1,0,0,0,-2,0,0.95068359,0.10455322,0.04418945,0.28857422,-0.03564453,0.21191406,0.92822266,2.75,-0.1875,-0.4375,1.16315E+33,1.16315E+33,0,
3.34328914,-3,-16,-7,-3,-1,-1,-2,-2,0,0.95068359,0.10455322,0.04425049,0.28857422,-0.03369141,0.22705078,0.92529297,0.375,0.125,-0.8125,1.16315E+33,1.16315E+33,0,
3.3537457,-1,-4,0,-3,-1,-1,-4,0,0,0.95068359,0.10437012,0.04431152,0.28845215,-0.03369141,0.22167969,0.93798828,-1.375,-0.0625,-0.625,1.16315E+33,1.16315E+33,0,
3.36420488,-1,10,-4,0,3,1,-1,0,0,0.95068359,0.10437012,0.04431152,0.28845215,-0.03369141,0.22167969,0.93798828,-1.375,-0.0625,-0.625,1.16315E+33,1.16315E+33,0,
3.37461042,-2,7,2,0,-1,-1,-1,-1,0,0.95068359,0.10437012,0.04431152,0.28845215,-0.02880859,0.21240234,0.93798828,0.1875,-0.8125,-0.5625,1.16315E+33,1.16315E+33,0,
3.38504839,0,-11,-4,0,-1,-1,-1,0,0,0.95068359,0.10437012,0.04431152,0.28845215,-0.02880859,0.21240234,0.93798828,0.1875,-0.8125,-0.5625,1.16315E+33,1.16315E+33,0,
3.39544749,-7,18,-8,-3,-2,-2,-3,-3,0,0.95068359,0.10437012,0.04431152,0.28845215,-0.02880859,0.21240234,0.93798828,0.1875,-0.8125,-0.5625,1.16315E+33,1.16315E+33,0,
3.40586591,-2,-34,-7,-1,1,-3,-2,-1,0,0.95068359,0.10473633,0.04425049,0.28839111,-0.02539062,0.21826172,0.93164062,1.625,-1.4375,-0.375,1.16315E+33,1.16315E+33,0,
3.41632915,-2,-34,-7,-1,1,-3,-2,-1,0,0.95068359,0.10473633,0.04425049,0.28839111,-0.02539062,0.21826172,0.93164062,1.625,-1.4375,-0.375,1.16315E+33,1.16315E+33,0,
3.42668939,-1,13,-8,1,-3,-1,-3,-3,0,0.95068359,0.10498047,0.04406738,0.28839111,-0.02148438,0.21972656,0.93310547,0.75,-1.25,0.3125,1.16315E+33,1.16315E+33,0,
3.4371593,0,-19,3,-2,2,1,13,2,0,0.95068359,0.10498047,0.04406738,0.28839111,-0.02148438,0.21972656,0.93310547,0.75,-1.25,0.3125,1.16315E+33,1.16315E+33,0,
3.44760418,3,8,1,1,-4,-2,2,1,0,0.95068359,0.10498047,0.04412842,0.28839111,-0.03173828,0.21533203,0.92871094,0.0625,-0.625,0.0625,1.16315E+33,1.16315E+33,0,
3.45811224,-1,16,1,-3,-3,-4,-3,-5,0,0.95068359,0.10498047,0.04412842,0.28839111,-0.02880859,0.22265625,0.92919922,-0.3125,-0.1875,-0.125,1.16315E+33,1.16315E+33,0,
3.46856999,-1,16,1,-3,-3,-4,-3,-5,0,0.95068359,0.10498047,0.04412842,0.28839111,-0.02880859,0.22265625,0.92919922,-0.3125,-0.1875,-0.125,1.16315E+33,1.16315E+33,0,
3.47890496,0,-2,-2,-5,-2,-3,-3,-3,0,0.95068359,0.10498047,0.04412842,0.28839111,-0.03417969,0.21337891,0.92822266,0,-0.5,0,1.16315E+33,1.16315E+33,0,
3.48935866,0,-2,-2,-5,-2,-3,-3,-3,0,0.95068359,0.10498047,0.04412842,0.28839111,-0.03417969,0.21337891,0.92822266,0,-0.5,0,1.16315E+33,1.16315E+33,0,
3.49970365,0,-19,5,-2,-4,-4,-3,-1,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02783203,0.21240234,0.93554688,0.25,-0.75,0.5,1.16315E+33,1.16315E+33,0,
3.51012731,0,10,-1,2,4,-1,-1,2,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02783203,0.21240234,0.93554688,0.25,-0.75,0.5,1.16315E+33,1.16315E+33,0,
3.52064013,0,10,-1,2,4,-1,-1,2,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02636719,0.21191406,0.92724609,-0.25,-0.75,0.625,1.16315E+33,1.16315E+33,0,
3.53100061,1,-9,-2,-1,-2,0,-5,-3,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02636719,0.21191406,0.92724609,-0.25,-0.75,0.625,1.16315E+33,1.16315E+33,0,
3.54138303,-2,-7,-4,-1,0,0,-1,-3,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02929688,0.21923828,0.92236328,-0.625,-0.8125,0.4375,1.16315E+33,1.16315E+33,0,
3.55181813,-1,-13,1,0,-3,-1,-1,0,0,0.95068359,0.10498047,0.04418945,0.28839111,-0.02929688,0.21923828,0.92236328,-0.625,-0.8125,0.4375,1.16315E+33,1.16315E+33,0,
3.56243467,-1,-3,-1,0,-1,0,-2,2,0,0.95068359,0.10473633,0.04406738,0.28839111,-0.03271484,0.22509766,0.93261719,-2.1875,-1.1875,0.1875,1.16315E+33,1.16315E+33,0,
3.57291842,0,-6,-5,-2,-2,-1,-1,-1,0,0.95068359,0.10473633,0.04406738,0.28839111,-0.03271484,0.22509766,0.93261719,-2.1875,-1.1875,0.1875,1.16315E+33,1.16315E+33,0,
3.58333111,0,-6,-5,-2,-2,-1,-1,-1,0,0.95068359,0.10473633,0.04406738,0.28839111,-0.03271484,0.22509766,0.93261719,-2.1875,-1.1875,0.1875,1.16315E+33,1.16315E+33,0,
3.59368706,5,9,-3,-3,-1,-1,-2,0,0,0.95074463,0.10430908,0.04333496,0.28851318,-0.02587891,0.21630859,0.94091797,-1.625,-2,0.625,1.16315E+33,1.16315E+33,0,
3.60412574,-3,-10,2,-1,0,0,0,-4,0,0.95074463,0.10430908,0.04333496,0.28851318,-0.02587891,0.21630859,0.94091797,-1.625,-2,0.625,1.16315E+33,1.16315E+33,0,
3.61457109,0,14,4,-2,0,-1,-2,-3,0,0.95074463,0.10424805,0.04309082,0.28857422,-0.02099609,0.21630859,0.93652344,-0.9375,-1.25,0.4375,1.16315E+33,1.16315E+33,0,
3.62503266,0,14,4,-2,0,-1,-2,-3,0,0.95074463,0.10424805,0.04309082,0.28857422,-0.02099609,0.21630859,0.93652344,-0.9375,-1.25,0.4375,1.16315E+33,1.16315E+33,0,
3.63537097,1,16,2,-1,-2,-1,-1,0,0,0.95074463,0.10424805,0.04309082,0.28857422,-0.02099609,0.21630859,0.93652344,-0.9375,-1.25,0.4375,1.16315E+33,1.16315E+33,0,
3.64574265,-1,3,1,-3,-2,-1,-2,0,0,0.95074463,0.10424805,0.04309082,0.28857422,-0.02197266,0.21337891,0.93115234,-0.8125,-0.625,0.6875,1.16315E+33,1.16315E+33,0,
3.65617895,-1,3,1,-3,-2,-1,-2,0,0,0.95074463,0.10424805,0.04309082,0.28857422,-0.02197266,0.21337891,0.93115234,-0.8125,-0.625,0.6875,1.16315E+33,1.16315E+33,0,
3.66651225,0,13,-5,-2,0,-1,-6,-2,0,0.95074463,0.10406494,0.04296875,0.28863525,-0.02636719,0.21777344,0.93652344,-1.375,-0.6875,0.4375,1.16315E+33,1.16315E+33,0,
3.67695975,-2,4,-6,-2,-1,-1,2,0,0,0.95074463,0.10406494,0.04296875,0.28863525,-0.02636719,0.21777344,0.93652344,-1.375,-0.6875,0.4375,1.16315E+33,1.16315E+33,0,
3.6873529,-2,-10,2,1,-1,-1,1,0,0,0.95074463,0.10394287,0.04290771,0.28869629,-0.02587891,0.22119141,0.93652344,-1.625,-0.5625,0.375,1.16315E+33,1.16315E+33,0,
3.69778991,-1,-7,10,-1,-1,-1,-1,-1,0,0.95074463,0.10357666,0.04278564,0.28881836,-0.02636719,0.21728516,0.93505859,-2.375,-0.3125,0.4375,1.16315E+33,1.16315E+33,0,
3.70824003,1,-13,1,-1,-1,-2,1,0,0,0.95074463,0.10357666,0.04278564,0.28881836,-0.02636719,0.21728516,0.93505859,-2.375,-0.3125,0.4375,1.16315E+33,1.16315E+33,0,
3.71862626,0,3,-10,0,0,-1,2,-1,0,0.95080566,0.10308838,0.04272461,0.28894043,-0.03271484,0.21289062,0.94189453,-3,-0.1875,0.6875,1.16315E+33,1.16315E+33,0,
3.72908735,0,3,-10,0,0,-1,2,-1,0,0.95080566,0.10308838,0.04272461,0.28894043,-0.03271484,0.21289062,0.94189453,-3,-0.1875,0.6875,1.16315E+33,1.16315E+33,0,
3.73942852,-2,9,3,3,2,0,1,1,0,0.95080566,0.1027832,0.04272461,0.28900146,-0.03564453,0.20410156,0.93603516,-1.3125,-0.4375,0.75,1.16315E+33,1.16315E+33,0,
3.74988675,1,-3,-5,-5,-2,-2,-2,-3,0,0.95080566,0.1027832,0.04272461,0.28900146,-0.03564453,0.20410156,0.93603516,-1.3125,-0.4375,0.75,1.16315E+33,1.16315E+33,0,
3.7603178,1,-3,-5,-5,-2,-2,-2,-3,0,0.95080566,0.1027832,0.04272461,0.28900146,-0.03564453,0.20410156,0.93603516,-1.3125,-0.4375,0.75,1.16315E+33,1.16315E+33,0,
3.77065492,1,13,1,2,0,1,8,2,0,0.95080566,0.10272217,0.04278564,0.28900146,-0.03710938,0.20947266,0.93701172,0.8125,-0.9375,0.3125,1.16315E+33,1.16315E+33,0,
3.78111386,-1,2,1,1,-4,-1,0,-1,0,0.95080566,0.10272217,0.04278564,0.28900146,-0.03710938,0.20947266,0.93701172,0.8125,-0.9375,0.3125,1.16315E+33,1.16315E+33,0,
3.79151511,-1,20,-6,-1,0,0,-4,-2,0,0.95080566,0.10272217,0.04284668,0.28900146,-0.0390625,0.21582031,0.93164062,-0.25,-1,-0.1875,1.16315E+33,1.16315E+33,0,
3.80196953,3,-11,-3,0,0,-1,-1,2,0,0.9508667,0.10247803,0.04266357,0.28894043,-0.03417969,0.203125,0.93994141,-1.3125,-1.4375,-0.25,1.16315E+33,1.16315E+33,0,
3.81266332,-1,-4,2,-2,-3,-2,-2,-1,0,0.9508667,0.10247803,0.04266357,0.28894043,-0.03417969,0.203125,0.93994141,-1.3125,-1.4375,-0.25,1.16315E+33,1.16315E+33,0,
3.82308292,-1,-4,2,-2,-3,-2,-2,-1,0,0.9508667,0.10223389,0.04241943,0.28894043,-0.03662109,0.20166016,0.94238281,-1,-2,0.0625,1.16315E+33,1.16315E+33,0,
3.83348465,6,-3,-6,0,-3,0,0,0,0,0.9508667,0.10223389,0.04241943,0.28894043,-0.03662109,0.20166016,0.94238281,-1,-2,0.0625,1.16315E+33,1.16315E+33,0,
3.8439033,6,-3,-6,0,-3,0,0,0,0,0.9508667,0.10223389,0.04241943,0.28894043,-0.03662109,0.20166016,0.94238281,-1,-2,0.0625,1.16315E+33,1.16315E+33,0,
3.85424662,0,4,4,-2,-1,-1,-1,0,0,0.9508667,0.10223389,0.04217529,0.28894043,-0.03027344,0.203125,0.93554688,-0.0625,-2.125,0.375,1.16315E+33,1.16315E+33,0,
3.86474419,-1,-4,-4,-2,-2,0,-3,0,0,0.95092773,0.10211182,0.04193115,0.28894043,-0.02880859,0.20556641,0.93408203,-0.875,-1.625,0.3125,1.16315E+33,1.16315E+33,0,
3.87518477,-2,-2,0,-3,0,-1,7,-2,0,0.95092773,0.10211182,0.04193115,0.28894043,-0.02880859,0.20556641,0.93408203,-0.875,-1.625,0.3125,1.16315E+33,1.16315E+33,0,
3.88562465,-2,-2,0,-3,0,-1,7,-2,0,0.95092773,0.10174561,0.04162598,0.28900146,-0.02783203,0.19433594,0.94238281,-1.5625,-1.6875,0.5,1.16315E+33,1.16315E+33,0,
3.89603567,-1,0,-6,-1,-1,1,-3,0,0,0.95098877,0.10150146,0.0413208,0.2890625,-0.02392578,0.20019531,0.94628906,-0.9375,-1.75,0.5625,1.16315E+33,1.16315E+33,0,
3.90651774,-2,-9,4,0,-1,-1,0,-3,0,0.95098877,0.10150146,0.0413208,0.2890625,-0.02392578,0.20019531,0.94628906,-0.9375,-1.75,0.5625,1.16315E+33,1.16315E+33,0,
3.91693091,-5,15,0,-1,-3,-4,-4,-5,0,0.95098877,0.10150146,0.0413208,0.2890625,-0.02392578,0.20019531,0.94628906,-0.9375,-1.75,0.5625,1.16315E+33,1.16315E+33,0,
3.92731166,-2,-7,-2,-2,-2,0,-1,1,0,0.95092773,0.1015625,0.04101562,0.28924561,-0.01904297,0.21044922,0.93212891,-0.625,-1.625,0.9375,1.16315E+33,1.16315E+33,0,
3.93778324,-1,15,-2,-3,-4,-2,-2,-1,0,0.95092773,0.10131836,0.04083252,0.28942871,-0.0234375,0.20556641,0.94287109,-1.375,-1.0625,1.1875,1.16315E+33,1.16315E+33,0,
3.94823217,-1,15,-2,-3,-4,-2,-2,-1,0,0.95092773,0.10131836,0.04083252,0.28942871,-0.0234375,0.20556641,0.94287109,-1.375,-1.0625,1.1875,1.16315E+33,1.16315E+33,0,
3.95860481,-2,8,1,-1,1,1,0,0,0,0.95092773,0.10131836,0.04083252,0.28942871,-0.0234375,0.20556641,0.94287109,-1.375,-1.0625,1.1875,1.16315E+33,1.16315E+33,0,
3.96902299,0,3,-10,-4,0,-1,-1,-1,0,0.95092773,0.10131836,0.04083252,0.28936768,-0.03320312,0.20361328,0.94189453,-0.125,-0.5,0.625,1.16315E+33,1.16315E+33,0,
3.97947454,-3,19,-2,-2,-2,-2,-4,-3,0,0.95092773,0.10131836,0.04089355,0.28936768,-0.02539062,0.21484375,0.94140625,0.25,-0.6875,-0.0625,1.16315E+33,1.16315E+33,0,
3.99006224,-3,19,-2,-2,-2,-2,-4,-3,0,0.95092773,0.10131836,0.04089355,0.28936768,-0.02539062,0.21484375,0.94140625,0.25,-0.6875,-0.0625,1.16315E+33,1.16315E+33,0,
4.00072384,-3,-10,-2,-5,-3,-5,-5,-4,0,0.95092773,0.10131836,0.04089355,0.28936768,-0.02539062,0.21484375,0.94140625,0.25,-0.6875,-0.0625,1.16315E+33,1.16315E+33,0,
4.01146555,0,16,4,-1,-3,-1,-2,0,0,0.9508667,0.10150146,0.04077148,0.28942871,-0.02441406,0.21728516,0.94189453,0.1875,-1.375,0.25,1.16315E+33,1.16315E+33,0,
4.02260399,1,-11,2,1,-1,-4,0,0,0,0.9508667,0.10168457,0.04058838,0.28942871,-0.02099609,0.21972656,0.94384766,-0.3125,-1.5625,0.1875,1.16315E+33,1.16315E+33,0,
4.03359914,-1,-12,-4,0,1,-1,0,-2,0,0.9508667,0.10168457,0.04058838,0.28942871,-0.02099609,0.21972656,0.94384766,-0.3125,-1.5625,0.1875,1.16315E+33,1.16315E+33,0,
4.04439402,-1,-12,-4,0,1,-1,0,-2,0,0.9508667,0.10180664,0.04046631,0.28942871,-0.02880859,0.22119141,0.93603516,-0.4375,-1.4375,0.1875,1.16315E+33,1.16315E+33,0,
4.05527329,1,-8,-1,-2,1,0,-1,1,0,0.95092773,0.10186768,0.04040527,0.28930664,-0.02587891,0.21533203,0.93212891,-0.3125,-1.125,-0.4375,1.16315E+33,1.16315E+33,0,
4.0664711,1,-8,-1,-2,1,0,-1,1,0,0.95092773,0.10186768,0.04040527,0.28930664,-0.02587891,0.21533203,0.93212891,-0.3125,-1.125,-0.4375,1.16315E+33,1.16315E+33,0,
4.07720971,1,-2,-1,2,0,0,0,0,0,0.95092773,0.10186768,0.04040527,0.28930664,-0.02587891,0.21533203,0.93212891,-0.3125,-1.125,-0.4375,1.16315E+33,1.16315E+33,0,
4.08785653,-3,16,1,3,-1,-2,1,1,0,0.9508667,0.10217285,0.04034424,0.28918457,-0.01464844,0.21435547,0.92724609,1.25,-0.75,-0.5,1.16315E+33,1.16315E+33,0,
4.09837294,0,-1,-5,-2,-2,-1,-1,0,0,0.9508667,0.10217285,0.04034424,0.28918457,-0.01464844,0.21435547,0.92724609,1.25,-0.75,-0.5,1.16315E+33,1.16315E+33,0,
4.10883141,2,10,-12,-4,-2,-1,-2,-3,0,0.9508667,0.10266113,0.04040527,0.2890625,-0.01904297,0.22119141,0.93701172,1.9375,-0.8125,-0.625,1.16315E+33,1.16315E+33,0,
4.11932254,0,-7,1,1,0,1,2,-2,0,0.9508667,0.10321045,0.04034424,0.28894043,-0.01464844,0.21630859,0.93603516,2.375,-1.0625,-0.5625,1.16315E+33,1.16315E+33,0,
4.12981343,-6,-26,-1,-2,-3,-3,-1,-4,0,0.9508667,0.10321045,0.04034424,0.28894043,-0.01464844,0.21630859,0.93603516,2.375,-1.0625,-0.5625,1.16315E+33,1.16315E+33,0,
4.14026141,3,-11,0,-3,-1,0,-2,-1,0,0.9508667,0.1038208,0.04016113,0.28881836,-0.01416016,0.21875,0.93359375,2.5,-2,-0.5625,1.16315E+33,1.16315E+33,0,
4.15070629,3,-11,0,-3,-1,0,-2,-1,0,0.9508667,0.1038208,0.04016113,0.28881836,-0.01416016,0.21875,0.93359375,2.5,-2,-0.5625,1.16315E+33,1.16315E+33,0,
4.16106391,0,0,4,-1,1,-1,-1,-1,0,0.9508667,0.10430908,0.03985596,0.28863525,-0.02099609,0.21875,0.94042969,1.6875,-3,-0.5,1.16315E+33,1.16315E+33,0,
4.17149162,-1,0,-3,-3,-1,-3,0,0,0,0.9508667,0.10430908,0.03985596,0.28863525,-0.02099609,0.21875,0.94042969,1.6875,-3,-0.5,1.16315E+33,1.16315E+33,0,
4.1818831,-2,-5,-3,-2,-4,-2,-1,-3,0,0.9508667,0.10430908,0.03985596,0.28863525,-0.02099609,0.21875,0.94042969,1.6875,-3,-0.5,1.16315E+33,1.16315E+33,0,
4.19240069,0,-3,-5,-2,-1,0,-2,0,0,0.9508667,0.1048584,0.03948975,0.28857422,-0.01757812,0.21777344,0.93310547,2.1875,-3.3125,-0.25,1.16315E+33,1.16315E+33,0,
4.20285368,0,-3,-5,-2,-1,0,-2,0,0,0.9508667,0.10540771,0.03912354,0.28839111,-0.01611328,0.20947266,0.93164062,2.5625,-3.125,-0.4375,1.16315E+33,1.16315E+33,0,
4.21329117,-2,-1,1,-2,-3,-1,2,1,0,0.9508667,0.10540771,0.03912354,0.28839111,-0.01611328,0.20947266,0.93164062,2.5625,-3.125,-0.4375,1.16315E+33,1.16315E+33,0,
4.22370028,-3,26,-3,0,0,-1,-3,-1,0,0.95080566,0.10601807,0.03881836,0.28826904,-0.00488281,0.21386719,0.93164062,2.75,-2.25,-0.6875,1.16315E+33,1.16315E+33,0,
4.23417974,-2,-3,-1,-1,1,2,11,2,0,0.95080566,0.10601807,0.03881836,0.28826904,-0.00488281,0.21386719,0.93164062,2.75,-2.25,-0.6875,1.16315E+33,1.16315E+33,0,
4.24458504,0,-2,-2,-1,-1,-3,-2,-5,0,0.95080566,0.10638428,0.03851318,0.28820801,0,0.22949219,0.94140625,0.5,-1.625,-0.3125,1.16315E+33,1.16315E+33,0,
4.25504875,0,-2,-2,-1,-1,-3,-2,-5,0,0.95080566,0.10638428,0.03851318,0.28820801,0,0.22949219,0.94140625,0.5,-1.625,-0.3125,1.16315E+33,1.16315E+33,0,
4.26541185,-2,8,8,3,2,-2,1,-1,0,0.95080566,0.10632324,0.03814697,0.28826904,-0.00878906,0.21630859,0.94482422,-0.6875,-1.625,0.5625,1.16315E+33,1.16315E+33,0,
4.2758801,1,-2,-1,1,1,-1,-2,0,0,0.95080566,0.10632324,0.03814697,0.28826904,-0.00878906,0.21630859,0.94482422,-0.6875,-1.625,0.5625,1.16315E+33,1.16315E+33,0,
4.28632021,1,-2,-1,1,1,-1,-2,0,0,0.95080566,0.10644531,0.03796387,0.28839111,-0.01123047,0.21044922,0.93505859,0.5,-1.1875,0.8125,1.16315E+33,1.16315E+33,0,
4.29674292,1,-6,-7,0,2,0,-2,2,0,0.95080566,0.10644531,0.03796387,0.28839111,-0.00927734,0.21484375,0.94384766,0.6875,-0.3125,0.8125,1.16315E+33,1.16315E+33,0,
4.30716014,0,4,1,0,0,0,0,-1,0,0.95080566,0.10644531,0.03796387,0.28839111,-0.00927734,0.21484375,0.94384766,0.6875,-0.3125,0.8125,1.16315E+33,1.16315E+33,0,
4.31756544,0,22,0,-2,-4,0,-2,-2,0,0.95074463,0.10626221,0.0380249,0.28857422,-0.00976562,0.21923828,0.93994141,-1.125,0.5625,1.0625,1.16315E+33,1.16315E+33,0,
4.32804394,-6,-11,-4,-2,1,0,0,1,0,0.95074463,0.10626221,0.0380249,0.28857422,-0.00976562,0.21923828,0.93994141,-1.125,0.5625,1.0625,1.16315E+33,1.16315E+33,0,
4.33846831,4,5,3,-2,-1,0,0,1,0,0.95068359,0.1060791,0.03808594,0.28881836,-0.01269531,0.21484375,0.94921875,-0.8125,0.625,1.3125,1.16315E+33,1.16315E+33,0,
4.34893084,0,-5,1,-1,1,1,-8,-2,0,0.95068359,0.1060791,0.03808594,0.28881836,-0.01269531,0.21484375,0.94921875,-0.8125,0.625,1.3125,1.16315E+33,1.16315E+33,0,
4.35935712,0,-5,1,-1,1,1,-8,-2,0,0.95068359,0.1060791,0.03808594,0.28881836,-0.01269531,0.21484375,0.94921875,-0.8125,0.625,1.3125,1.16315E+33,1.16315E+33,0,
4.36971426,-2,-9,1,0,-1,-1,-3,-1,0,0.95062256,0.10601807,0.03808594,0.2890625,-0.01367188,0.23144531,0.94873047,-1.1875,0.375,1.375,1.16315E+33,1.16315E+33,0,
4.38013911,4,-1,1,-1,-3,-2,-1,-1,0,0.95056152,0.10571289,0.03808594,0.28924561,-0.01025391,0.22949219,0.94482422,-2.625,0.4375,1.1875,1.16315E+33,1.16315E+33,0,
4.39056301,-1,26,2,0,-1,-3,-1,-1,0,0.95056152,0.10571289,0.03808594,0.28924561,-0.01025391,0.22949219,0.94482422,-2.625,0.4375,1.1875,1.16315E+33,1.16315E+33,0,
